resent_deserve,resent_slavery,resent_try,resent_workway,ofcrec_vp_correct,ofcrec_speaker_correct,ofcrec_cj_correct,knowl_senmaj,knowl_housemaj,gender_respondent_x,sample_region,relig_church,pid_self,paprofile_libcon_self,dem_edugroup_x,dem_raceeth_x,dem_age_r_x,inc_incgroup_pre,ftcasi_black,egal_equal,egal_toofar,egal_bigprob,egal_worryless,egal_notbigprob,egal_fewerprobs,govrole_big,govrole_market,paprofile_freqpolit_socmedia,knowl_senmaj_f,knowl_housemaj_f,pid_dum_dem,female,south,soph,egal_scale,econ_indiv,resent_deserve_f,resent_slavery_f,resent_try_f,resent_workway_f,year,resent_deserve_m,resent_try_m,resent_workway_m,resent_slavery_m
2,2,2,2,1,1,1,1,1,1,1,1,3,3,5,1,42,27,70,4,NA,2,4,NA,4,0,0,7,Correct,Correct,0,0,0,1,0.7,0,Agree,Agree,Disagree,Disagree,2016,2,2,2,2
3,2,1,2,0,0,0,1,1,2,2,2,1,2,4,1,57,5,90,5,NA,5,5,NA,4,1,0,0,Correct,Correct,1,1,0,0.4,0.95,0.5,Neither,Agree,Disagree Strongly,Disagree,2016,3,1,2,2
3,2,2,4,1,1,1,1,1,2,3,1,2,6,4,1,76,21,71,4,NA,2,2,NA,4,1,1,2,Correct,Correct,0,1,1,1,0.6,1,Neither,Agree,Disagree,Agree,2016,3,2,4,2
5,5,5,5,1,1,1,0,1,2,3,1,2,7,3,1,62,11,69,3,NA,3,2,NA,1,1,1,7,Incorrect,Correct,0,1,1,0.8,0.45,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2016,5,5,5,5
4,3,4,5,1,1,0,0,1,2,3,1,2,7,4,1,31,14,30,2,NA,2,2,NA,3,1,1,5,Incorrect,Correct,0,1,1,0.6,0.45,1,Disagree,Neither,Agree,Agree Strongly,2016,4,4,5,3
3,2,2,3,1,0,0,1,1,1,4,1,2,5,4,1,39,25,80,5,NA,4,4,NA,4,1,0,5,Correct,Correct,0,0,0,0.6,0.85,0.5,Neither,Agree,Disagree,Neither,2016,3,2,3,2
3,3,1,1,1,0,0,1,1,1,4,2,1,2,3,1,54,25,50,5,NA,5,5,NA,5,0,0,2,Correct,Correct,1,0,0,0.6,1,0,Neither,Neither,Disagree Strongly,Disagree Strongly,2016,3,1,1,3
4,2,3,2,1,0,1,1,1,1,4,2,1,3,3,1,63,21,50,4,NA,4,4,NA,4,0,0,0,Correct,Correct,1,0,0,0.8,0.8,0,Disagree,Agree,Neither,Disagree,2016,4,3,2,2
3,5,3,5,1,1,0,1,1,2,3,1,3,3,3,1,35,18,100,5,NA,4,1,NA,5,0,0,7,Correct,Correct,0,1,1,0.8,0.75,0,Neither,Disagree Strongly,Neither,Agree Strongly,2016,3,3,5,5
4,4,4,4,1,1,0,1,1,1,2,1,2,6,4,1,32,17,50,5,NA,2,2,NA,3,1,1,7,Correct,Correct,0,0,0,0.8,0.6,1,Disagree,Disagree,Agree,Agree,2016,4,4,4,4
5,5,5,5,0,0,0,0,1,1,4,2,3,1,3,1,30,1,83,3,NA,4,3,NA,2,0,0,1,Incorrect,Correct,0,0,0,0.2,0.6,0,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2016,5,5,5,5
2,3,3,4,1,1,0,1,0,2,2,1,3,6,4,1,30,11,85,4,NA,4,4,NA,3,1,1,7,Correct,Incorrect,0,1,0,0.6,0.75,1,Agree,Neither,Neither,Agree,2016,2,3,4,3
4,4,2,3,1,0,0,0,1,1,2,1,3,99,2,1,31,12,81,4,NA,2,2,NA,4,1,0,2,Incorrect,Correct,0,0,0,0.4,0.6,0.5,Disagree,Disagree,Disagree,Neither,2016,4,2,3,4
3,2,3,4,1,1,1,0,0,2,2,2,1,4,2,1,26,7,51,4,NA,4,4,NA,4,1,1,5,Incorrect,Incorrect,1,1,0,0.6,0.8,1,Neither,Agree,Neither,Agree,2016,3,3,4,2
3,4,3,5,0,0,0,1,1,2,1,2,1,99,2,1,42,6,70,5,NA,5,5,NA,5,1,0,0,Correct,Correct,1,1,0,0.4,1,0.5,Neither,Disagree,Neither,Agree Strongly,2016,3,3,5,4
3,2,1,2,1,1,1,1,1,2,3,2,1,2,5,1,65,28,50,4,NA,4,3,NA,4,0,0,0,Correct,Correct,1,1,1,1,0.75,0,Neither,Agree,Disagree Strongly,Disagree,2016,3,1,2,2
3,4,4,5,1,1,0,0,1,1,3,2,2,5,3,1,22,11,30,3,NA,2,2,NA,3,1,1,7,Incorrect,Correct,0,0,1,0.6,0.5,1,Neither,Disagree,Agree,Agree Strongly,2016,3,4,5,4
5,5,3,5,1,1,1,1,1,2,4,1,2,6,3,1,36,23,50,2,NA,3,1,NA,2,1,0,7,Correct,Correct,0,1,0,1,0.4,0.5,Disagree Strongly,Disagree Strongly,Neither,Agree Strongly,2016,5,3,5,5
5,5,4,4,1,0,0,1,1,2,3,2,3,4,4,1,58,27,60,4,NA,3,3,NA,2,1,1,4,Correct,Correct,0,1,1,0.6,0.6,1,Disagree Strongly,Disagree Strongly,Agree,Agree,2016,5,4,4,5
5,5,5,5,1,1,0,1,1,1,3,1,2,5,4,1,60,16,50,5,NA,3,3,NA,3,1,0,7,Correct,Correct,0,0,1,0.8,0.7,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2016,5,5,5,5
4,2,3,4,1,1,1,1,1,2,1,2,1,4,3,1,53,16,85,2,NA,2,4,NA,4,0,0,7,Correct,Correct,1,1,0,1,0.6,0,Disagree,Agree,Neither,Agree,2016,4,3,4,2
3,4,3,3,1,0,0,0,1,2,2,2,3,4,3,1,53,25,71,5,NA,4,3,NA,5,0,0,7,Incorrect,Correct,0,1,0,0.4,0.85,0,Neither,Disagree,Neither,Neither,2016,3,3,3,4
4,5,2,5,1,1,1,1,1,2,4,1,2,5,3,1,46,23,52,5,NA,4,4,NA,2,1,0,7,Correct,Correct,0,1,0,1,0.75,0.5,Disagree,Disagree Strongly,Disagree,Agree Strongly,2016,4,2,5,5
3,3,3,3,1,1,1,0,0,1,1,1,2,5,3,1,30,21,51,2,NA,3,2,NA,4,1,1,7,Incorrect,Incorrect,0,0,0,0.6,0.55,1,Neither,Neither,Neither,Neither,2016,3,3,3,3
2,2,1,3,1,0,0,1,1,2,2,1,1,99,5,1,53,21,100,5,NA,4,4,NA,3,1,0,1,Correct,Correct,1,1,0,0.6,0.8,0.5,Agree,Agree,Disagree Strongly,Neither,2016,2,1,3,2
2,4,2,2,1,1,1,1,1,1,4,2,1,2,4,1,31,22,85,3,NA,4,4,NA,4,1,0,7,Correct,Correct,1,0,0,1,0.75,0.5,Agree,Disagree,Disagree,Disagree,2016,2,2,2,4
5,4,4,4,1,1,1,1,1,2,2,1,2,4,3,1,60,24,30,5,NA,3,1,NA,2,1,0,7,Correct,Correct,0,1,0,1,0.55,0.5,Disagree Strongly,Disagree,Agree,Agree,2016,5,4,4,4
3,3,3,2,1,1,1,1,1,1,2,2,2,6,3,1,41,27,50,5,NA,5,5,NA,5,1,0,5,Correct,Correct,0,0,0,1,1,0.5,Neither,Neither,Neither,Disagree,2016,3,3,2,3
1,2,5,3,1,0,0,1,1,1,1,1,2,6,3,1,23,22,50,3,NA,3,3,NA,3,1,0,7,Correct,Correct,0,0,0,0.6,0.6,0.5,Agree Strongly,Agree,Agree Strongly,Neither,2016,1,5,3,2
5,5,4,5,1,1,0,0,1,1,1,2,3,5,5,1,38,28,50,2,NA,2,2,NA,2,1,1,7,Incorrect,Correct,0,0,0,0.6,0.4,1,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,2016,5,4,5,5
4,2,1,1,1,0,0,1,1,2,3,1,1,4,4,1,39,11,75,5,NA,5,4,NA,4,1,0,0,Correct,Correct,1,1,1,0.6,0.9,0.5,Disagree,Agree,Disagree Strongly,Disagree Strongly,2016,4,1,1,2
3,5,3,3,1,1,0,1,1,1,3,1,3,5,3,1,20,26,70,2,NA,3,1,NA,2,1,1,0,Correct,Correct,0,0,1,0.8,0.4,1,Neither,Disagree Strongly,Neither,Neither,2016,3,3,3,5
2,4,4,5,1,1,1,1,0,2,3,1,3,5,3,1,71,17,85,5,NA,3,2,NA,3,0,0,7,Correct,Incorrect,0,1,1,0.8,0.65,0,Agree,Disagree,Agree,Agree Strongly,2016,2,4,5,4
5,5,4,5,1,1,0,1,0,1,4,1,1,5,5,1,25,1,66,5,NA,3,3,NA,5,1,1,7,Correct,Incorrect,1,0,0,0.6,0.8,1,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,2016,5,4,5,5
1,1,1,1,1,1,1,1,1,2,4,2,1,2,5,1,70,12,85,5,NA,1,3,NA,3,0,0,7,Correct,Correct,1,1,0,1,0.6,0,Agree Strongly,Agree Strongly,Disagree Strongly,Disagree Strongly,2016,1,1,1,1
2,1,2,1,1,0,0,1,1,2,2,1,1,2,4,1,38,12,85,5,NA,4,5,NA,4,0,0,6,Correct,Correct,1,1,0,0.6,0.9,0,Agree,Agree Strongly,Disagree,Disagree Strongly,2016,2,2,1,1
3,3,3,3,1,1,0,0,0,2,2,2,3,4,3,1,28,20,50,4,NA,3,4,NA,3,0,1,7,Incorrect,Incorrect,0,1,0,0.4,0.7,0.5,Neither,Neither,Neither,Neither,2016,3,3,3,3
4,4,3,3,1,1,1,1,1,1,4,1,2,4,5,1,32,25,50,4,NA,2,1,NA,2,1,0,5,Correct,Correct,0,0,0,1,0.45,0.5,Disagree,Disagree,Neither,Neither,2016,4,3,3,4
4,4,2,4,1,1,0,1,0,1,1,2,3,4,4,1,33,28,60,4,NA,3,3,NA,3,0,1,7,Correct,Incorrect,0,0,0,0.6,0.65,0.5,Disagree,Disagree,Disagree,Agree,2016,4,2,4,4
3,3,3,3,0,0,0,1,0,2,3,1,2,99,2,1,58,1,96,3,NA,3,3,NA,3,0,0,4,Correct,Incorrect,0,1,1,0.2,0.6,0,Neither,Neither,Neither,Neither,2016,3,3,3,3
3,3,4,5,1,0,0,1,1,2,2,1,1,6,2,1,79,11,50,4,NA,3,3,NA,3,1,0,0,Correct,Correct,1,1,0,0.6,0.65,0.5,Neither,Neither,Agree,Agree Strongly,2016,3,4,5,3
4,4,4,5,1,0,0,1,1,2,4,2,2,5,5,1,40,20,60,2,NA,2,1,NA,2,0,0,7,Correct,Correct,0,1,0,0.6,0.35,0,Disagree,Disagree,Agree,Agree Strongly,2016,4,4,5,4
3,2,4,4,1,1,1,1,1,1,1,2,2,6,5,1,66,21,57,4,NA,3,1,NA,4,1,1,1,Correct,Correct,0,0,0,1,0.6,1,Neither,Agree,Agree,Agree,2016,3,4,4,2
1,1,1,2,1,1,1,1,1,2,3,2,1,1,5,1,69,13,70,5,NA,5,5,NA,4,0,0,7,Correct,Correct,1,1,1,1,0.95,0,Agree Strongly,Agree Strongly,Disagree Strongly,Disagree,2016,1,1,2,1
1,1,4,5,0,0,1,0,0,1,4,1,2,4,3,1,38,3,85,5,NA,4,4,NA,2,1,1,2,Incorrect,Incorrect,0,0,0,0.2,0.75,1,Agree Strongly,Agree Strongly,Agree,Agree Strongly,2016,1,4,5,1
3,2,2,4,1,1,0,1,1,1,1,2,3,3,5,1,68,22,75,5,NA,2,2,NA,4,0,0,0,Correct,Correct,0,0,0,0.8,0.65,0,Neither,Agree,Disagree,Agree,2016,3,2,4,2
5,3,2,3,1,1,1,0,1,1,4,1,2,6,4,1,55,22,70,5,NA,2,2,NA,1,0,1,5,Incorrect,Correct,0,0,0,0.8,0.5,0.5,Disagree Strongly,Neither,Disagree,Neither,2016,5,2,3,3
4,4,5,5,1,1,1,1,1,2,3,1,2,4,2,1,54,12,40,5,NA,3,3,NA,4,0,0,4,Correct,Correct,0,1,1,1,0.75,0,Disagree,Disagree,Agree Strongly,Agree Strongly,2016,4,5,5,4
3,2,4,4,1,1,0,1,1,2,3,1,2,5,5,1,36,20,50,2,NA,3,2,NA,2,1,1,3,Correct,Correct,0,1,1,0.8,0.45,1,Neither,Agree,Agree,Agree,2016,3,4,4,2
5,2,4,1,1,1,1,1,1,1,3,2,3,4,5,1,69,21,70,5,NA,4,1,NA,1,1,1,7,Correct,Correct,0,0,1,1,0.55,1,Disagree Strongly,Agree,Agree,Disagree Strongly,2016,5,4,1,2
2,1,2,2,1,0,0,0,1,1,1,1,1,3,5,1,27,27,100,5,NA,5,1,NA,5,0,0,7,Incorrect,Correct,1,0,0,0.4,0.8,0,Agree,Agree Strongly,Disagree,Disagree,2016,2,2,2,1
4,5,3,4,1,1,0,1,0,2,4,2,2,99,2,1,86,9,60,3,NA,2,2,NA,4,1,0,0,Correct,Incorrect,0,1,0,0.6,0.55,0.5,Disagree,Disagree Strongly,Neither,Agree,2016,4,3,4,5
3,4,3,3,1,0,1,1,1,2,1,2,1,4,2,1,57,20,85,4,NA,4,2,NA,4,1,0,1,Correct,Correct,1,1,0,0.8,0.7,0.5,Neither,Disagree,Neither,Neither,2016,3,3,3,4
5,5,5,5,1,0,0,0,0,2,2,2,1,99,3,1,30,5,15,5,NA,4,2,NA,5,1,1,7,Incorrect,Incorrect,1,1,0,0.2,0.8,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2016,5,5,5,5
3,2,1,2,1,1,1,1,1,1,1,1,1,3,5,1,44,28,70,5,NA,5,5,NA,4,0,0,7,Correct,Correct,1,0,0,1,0.95,0,Neither,Agree,Disagree Strongly,Disagree,2016,3,1,2,2
2,2,4,3,1,0,0,0,1,2,4,2,1,2,4,1,33,13,50,5,NA,5,5,NA,5,0,0,7,Incorrect,Correct,1,1,0,0.4,1,0,Agree,Agree,Agree,Neither,2016,2,4,3,2
3,3,3,3,0,0,0,1,1,1,4,1,2,99,3,1,56,3,75,3,NA,3,3,NA,3,0,0,1,Correct,Correct,0,0,0,0.4,0.6,0,Neither,Neither,Neither,Neither,2016,3,3,3,3
4,2,2,3,1,1,0,1,1,1,3,1,3,4,4,1,28,11,100,5,NA,4,4,NA,2,0,0,2,Correct,Correct,0,0,1,0.8,0.75,0,Disagree,Agree,Disagree,Neither,2016,4,2,3,2
2,1,1,1,1,1,0,1,1,2,2,1,1,2,3,1,37,21,91,5,NA,5,5,NA,5,0,0,7,Correct,Correct,1,1,0,0.8,1,0,Agree,Agree Strongly,Disagree Strongly,Disagree Strongly,2016,2,1,1,1
2,4,2,3,1,1,0,1,1,1,3,1,3,4,4,1,45,25,85,1,NA,2,3,NA,4,1,1,7,Correct,Correct,0,0,1,0.8,0.5,1,Agree,Disagree,Disagree,Neither,2016,2,2,3,4
2,2,2,1,1,1,1,0,1,2,1,1,1,3,5,1,37,24,50,5,NA,5,5,NA,5,0,0,3,Incorrect,Correct,1,1,0,0.8,1,0,Agree,Agree,Disagree,Disagree Strongly,2016,2,2,1,2
2,2,4,2,1,1,0,1,0,2,4,2,1,3,5,1,66,23,85,5,NA,5,5,NA,4,0,0,7,Correct,Incorrect,1,1,0,0.6,0.95,0,Agree,Agree,Agree,Disagree,2016,2,4,2,2
3,2,3,4,1,1,1,1,1,2,2,1,2,5,4,1,76,19,50,4,NA,5,4,NA,4,1,1,7,Correct,Correct,0,1,0,1,0.85,1,Neither,Agree,Neither,Agree,2016,3,3,4,2
3,2,4,5,1,1,0,1,1,1,3,2,3,5,2,1,72,23,70,4,NA,2,2,NA,4,1,0,0,Correct,Correct,0,0,1,0.8,0.6,0.5,Neither,Agree,Agree,Agree Strongly,2016,3,4,5,2
3,2,2,2,1,1,0,0,1,1,4,1,3,4,4,1,72,7,50,3,NA,3,5,NA,4,1,0,0,Incorrect,Correct,0,0,0,0.6,0.75,0.5,Neither,Agree,Disagree,Disagree,2016,3,2,2,2
5,4,4,5,1,1,0,1,1,2,4,2,3,5,5,1,38,27,69,3,NA,2,3,NA,3,1,1,3,Correct,Correct,0,1,0,0.8,0.55,1,Disagree Strongly,Disagree,Agree,Agree Strongly,2016,5,4,5,4
3,4,3,4,1,0,0,0,1,2,3,2,3,99,3,1,35,11,51,4,NA,4,3,NA,3,1,1,5,Incorrect,Correct,0,1,1,0.4,0.7,1,Neither,Disagree,Neither,Agree,2016,3,3,4,4
3,2,5,5,1,0,0,1,0,2,1,2,3,99,1,1,67,5,60,5,NA,4,5,NA,4,0,0,7,Correct,Incorrect,0,1,0,0.4,0.9,0,Neither,Agree,Agree Strongly,Agree Strongly,2016,3,5,5,2
5,5,5,5,1,1,0,1,1,2,3,1,2,6,3,1,78,8,71,4,NA,2,1,NA,5,1,1,0,Correct,Correct,0,1,1,0.8,0.6,1,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2016,5,5,5,5
2,2,4,2,1,1,1,1,0,1,2,1,2,3,3,1,24,10,50,4,NA,5,3,NA,4,0,0,5,Correct,Incorrect,0,0,0,0.8,0.8,0,Agree,Agree,Agree,Disagree,2016,2,4,2,2
2,1,2,2,1,0,1,1,1,1,2,2,1,2,4,1,66,21,99,5,NA,5,5,NA,5,1,1,1,Correct,Correct,1,0,0,0.8,1,1,Agree,Agree Strongly,Disagree,Disagree,2016,2,2,2,1
3,5,5,5,0,0,0,0,1,2,3,1,3,6,2,1,57,9,50,5,NA,3,5,NA,5,1,0,0,Incorrect,Correct,0,1,1,0.2,0.9,0.5,Neither,Disagree Strongly,Agree Strongly,Agree Strongly,2016,3,5,5,5
4,3,4,4,1,1,1,1,1,1,2,1,3,4,2,1,52,13,70,5,NA,4,4,NA,4,0,0,7,Correct,Correct,0,0,0,1,0.85,0,Disagree,Neither,Agree,Agree,2016,4,4,4,3
5,5,4,4,1,0,0,0,1,2,3,1,1,4,4,1,39,14,61,4,NA,4,3,NA,2,0,0,0,Incorrect,Correct,1,1,1,0.4,0.65,0,Disagree Strongly,Disagree Strongly,Agree,Agree,2016,5,4,4,5
5,5,5,5,1,1,1,1,1,1,1,1,1,99,3,1,35,21,85,5,NA,4,4,NA,4,0,0,7,Correct,Correct,1,0,0,1,0.85,0,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2016,5,5,5,5
5,3,5,5,1,1,0,0,0,2,2,1,3,4,3,1,72,12,59,5,NA,3,3,NA,3,1,0,7,Incorrect,Incorrect,0,1,0,0.4,0.7,0.5,Disagree Strongly,Neither,Agree Strongly,Agree Strongly,2016,5,5,5,3
4,4,4,2,1,1,0,1,1,2,3,2,2,7,2,1,62,5,100,4,NA,4,1,NA,3,1,1,0,Correct,Correct,0,1,1,0.8,0.6,1,Disagree,Disagree,Agree,Disagree,2016,4,4,2,4
4,4,2,4,1,1,0,1,1,2,2,1,2,4,3,1,78,1,83,5,NA,4,5,NA,4,1,1,1,Correct,Correct,0,1,0,0.8,0.9,1,Disagree,Disagree,Disagree,Agree,2016,4,2,4,4
1,1,2,1,1,1,1,1,1,1,1,2,1,1,4,1,33,18,90,5,NA,5,5,NA,5,1,1,7,Correct,Correct,1,0,0,1,1,1,Agree Strongly,Agree Strongly,Disagree,Disagree Strongly,2016,1,2,1,1
4,4,1,5,1,0,0,0,1,1,1,2,2,4,2,1,52,19,50,4,NA,3,2,NA,2,0,0,0,Incorrect,Correct,0,0,0,0.4,0.55,0,Disagree,Disagree,Disagree Strongly,Agree Strongly,2016,4,1,5,4
4,2,4,5,1,0,0,0,0,1,1,2,1,99,2,1,39,24,85,4,NA,4,2,NA,5,1,0,0,Incorrect,Incorrect,1,0,0,0.2,0.75,0.5,Disagree,Agree,Agree,Agree Strongly,2016,4,4,5,2
5,5,5,5,1,1,1,1,0,2,1,1,2,6,2,1,50,19,50,2,NA,4,4,NA,2,0,0,7,Correct,Incorrect,0,1,0,0.8,0.6,0,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2016,5,5,5,5
4,3,3,5,1,1,1,1,1,2,3,1,2,5,4,1,59,26,70,5,NA,5,4,NA,5,1,1,7,Correct,Correct,0,1,1,1,0.95,1,Disagree,Neither,Neither,Agree Strongly,2016,4,3,5,3
3,5,5,5,1,0,0,0,1,1,2,2,2,6,3,1,35,16,60,4,NA,4,4,NA,4,1,0,7,Incorrect,Correct,0,0,0,0.4,0.8,0.5,Neither,Disagree Strongly,Agree Strongly,Agree Strongly,2016,3,5,5,5
3,4,2,4,1,1,1,0,1,1,1,1,1,3,2,1,25,27,100,5,NA,5,4,NA,5,1,0,1,Incorrect,Correct,1,0,0,0.8,0.95,0.5,Neither,Disagree,Disagree,Agree,2016,3,2,4,4
5,5,5,4,1,1,1,1,1,1,3,1,3,99,3,1,46,22,41,4,NA,4,2,NA,2,1,0,7,Correct,Correct,0,0,1,1,0.6,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree,2016,5,5,4,5
3,4,4,4,1,0,0,1,1,1,2,2,3,4,3,1,27,19,70,4,NA,2,3,NA,4,1,0,0,Correct,Correct,0,0,0,0.6,0.65,0.5,Neither,Disagree,Agree,Agree,2016,3,4,4,4
5,5,4,5,1,1,0,1,0,2,2,1,2,6,4,1,59,20,50,4,NA,3,1,NA,3,1,1,7,Correct,Incorrect,0,1,0,0.6,0.55,1,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,2016,5,4,5,5
3,3,3,3,1,1,1,1,1,1,3,1,3,4,4,1,47,23,70,5,NA,4,3,NA,4,1,0,0,Correct,Correct,0,0,1,1,0.8,0.5,Neither,Neither,Neither,Neither,2016,3,3,3,3
5,4,4,4,1,1,1,0,0,2,3,1,2,6,3,1,23,22,30,2,NA,2,2,NA,2,1,1,7,Incorrect,Incorrect,0,1,1,0.6,0.4,1,Disagree Strongly,Disagree,Agree,Agree,2016,5,4,4,4
3,3,4,4,1,1,0,0,1,1,3,1,1,3,3,1,71,2,60,5,NA,3,3,NA,4,0,0,5,Incorrect,Correct,1,0,1,0.6,0.75,0,Neither,Neither,Agree,Agree,2016,3,4,4,3
2,1,1,2,1,0,0,0,0,1,4,2,2,6,3,1,61,1,62,5,NA,5,3,NA,4,1,0,7,Incorrect,Incorrect,0,0,0,0.2,0.85,0.5,Agree,Agree Strongly,Disagree Strongly,Disagree,2016,2,1,2,1
3,1,2,5,1,0,0,1,1,1,3,1,3,7,3,1,72,22,70,5,NA,1,1,NA,3,1,1,6,Correct,Correct,0,0,1,0.6,0.5,1,Neither,Agree Strongly,Disagree,Agree Strongly,2016,3,2,5,1
3,3,3,3,1,1,1,1,1,2,2,1,1,2,4,1,23,2,64,3,NA,3,3,NA,3,0,0,7,Correct,Correct,1,1,0,1,0.6,0,Neither,Neither,Neither,Neither,2016,3,3,3,3
5,5,1,1,1,0,0,1,1,2,2,2,1,2,3,1,57,2,85,5,NA,5,5,NA,5,0,0,7,Correct,Correct,1,1,0,0.6,1,0,Disagree Strongly,Disagree Strongly,Disagree Strongly,Disagree Strongly,2016,5,1,1,5
2,2,2,2,1,1,0,0,0,2,4,1,3,4,4,1,54,21,84,5,NA,5,5,NA,5,1,0,6,Incorrect,Incorrect,0,1,0,0.4,1,0.5,Agree,Agree,Disagree,Disagree,2016,2,2,2,2
5,5,5,4,1,1,0,1,1,1,1,1,1,3,3,1,58,25,40,2,NA,4,2,NA,1,1,0,4,Correct,Correct,1,0,0,0.8,0.45,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree,2016,5,5,4,5
1,1,1,1,1,1,0,1,1,2,2,1,1,2,5,1,71,28,100,5,NA,5,5,NA,5,0,0,5,Correct,Correct,1,1,0,0.8,1,0,Agree Strongly,Agree Strongly,Disagree Strongly,Disagree Strongly,2016,1,1,1,1
3,3,3,3,1,0,0,0,1,1,1,1,1,99,3,1,57,9,66,2,NA,3,3,NA,3,1,0,0,Incorrect,Correct,1,0,0,0.4,0.55,0.5,Neither,Neither,Neither,Neither,2016,3,3,3,3
2,2,4,4,1,1,0,1,0,2,1,2,2,99,3,1,63,23,50,4,NA,3,3,NA,4,0,1,3,Correct,Incorrect,0,1,0,0.6,0.7,0.5,Agree,Agree,Agree,Agree,2016,2,4,4,2
4,3,5,5,0,0,0,0,1,2,1,2,3,4,2,1,29,4,85,5,NA,3,2,NA,4,0,0,4,Incorrect,Correct,0,1,0,0.2,0.7,0,Disagree,Neither,Agree Strongly,Agree Strongly,2016,4,5,5,3
3,3,3,3,1,1,1,0,1,2,1,1,3,5,2,1,73,23,50,5,NA,3,3,NA,4,1,0,0,Incorrect,Correct,0,1,0,0.8,0.75,0.5,Neither,Neither,Neither,Neither,2016,3,3,3,3
5,3,2,3,1,1,0,0,0,2,2,1,2,4,3,1,25,11,60,3,NA,4,3,NA,3,1,0,7,Incorrect,Incorrect,0,1,0,0.4,0.65,0.5,Disagree Strongly,Neither,Disagree,Neither,2016,5,2,3,3
2,2,1,1,1,1,1,1,1,2,4,2,1,1,5,1,70,13,90,5,NA,5,5,NA,5,1,0,7,Correct,Correct,1,1,0,1,1,0.5,Agree,Agree,Disagree Strongly,Disagree Strongly,2016,2,1,1,2
4,2,4,4,1,1,1,1,1,1,4,2,2,6,5,1,70,27,60,2,NA,2,1,NA,4,1,1,0,Correct,Correct,0,0,0,1,0.45,1,Disagree,Agree,Agree,Agree,2016,4,4,4,2
2,4,2,2,1,1,0,1,1,1,1,1,2,4,4,1,34,21,56,2,NA,2,2,NA,2,1,1,2,Correct,Correct,0,0,0,0.8,0.4,1,Agree,Disagree,Disagree,Disagree,2016,2,2,2,4
5,5,5,5,1,1,1,1,1,1,1,1,3,5,4,1,35,26,29,4,NA,4,4,NA,2,1,0,7,Correct,Correct,0,0,0,1,0.7,0.5,Disagree Strongly,Disagree Strongly,Agree Strongly,Agree Strongly,2016,5,5,5,5
4,2,4,4,1,1,0,1,0,2,4,1,2,7,3,1,90,2,72,4,NA,3,2,NA,4,1,0,0,Correct,Incorrect,0,1,0,0.6,0.65,0.5,Disagree,Agree,Agree,Agree,2016,4,4,4,2
5,5,4,5,1,1,1,0,0,2,3,1,2,6,2,1,49,9,85,4,NA,3,2,NA,1,1,0,7,Incorrect,Incorrect,0,1,1,0.6,0.5,0.5,Disagree Strongly,Disagree Strongly,Agree,Agree Strongly,2016,5,4,5,5
5,4,4,5,1,1,0,1,1,2,1,1,2,6,4,1,53,21,60,2,NA,5,1,NA,2,1,1,0,Correct,Correct,0,1,0,0.8,0.5,1,Disagree Strongly,Disagree,Agree,Agree Strongly,2016,5,4,5,4
3,5,4,4,1,1,0,0,1,2,3,2,2,4,3,1,58,24,86,4,NA,4,2,NA,2,1,1,7,Incorrect,Correct,0,1,1,0.6,0.6,1,Neither,Disagree Strongly,Agree,Agree,2016,3,4,4,5
4,5,4,4,1,1,0,1,1,2,3,1,3,5,4,1,66,25,70,5,NA,3,1,NA,4,1,1,0,Correct,Correct,0,1,1,0.8,0.65,1,Disagree,Disagree Strongly,Agree,Agree,2016,4,4,4,5
3,2,4,4,0,0,0,0,0,1,2,2,1,4,2,1,27,1,25,3,NA,2,3,NA,4,0,0,0,Incorrect,Incorrect,1,0,0,0,0.6,0,Neither,Agree,Agree,Agree,2016,3,4,4,2
2,5,4,5,1,1,1,0,1,1,3,1,2,6,4,1,72,15,60,5,NA,3,2,NA,3,1,1,0,Incorrect,Correct,0,0,1,0.8,0.65,1,Agree,Disagree Strongly,Agree,Agree Strongly,2016,2,4,5,5
5,4,4,5,1,1,1,0,1,2,2,2,3,99,2,1,65,16,61,4,NA,3,2,NA,4,1,0,7,Incorrect,Correct,0,1,0,0.8,0.65,0.5,Disagree Strongly,Disagree,Agree,Agree Strongly,2016,5,4,5,4
4,5,3,3,1,0,0,0,1,2,2,1,3,99,2,1,37,21,85,4,NA,4,1,NA,4,0,0,7,Incorrect,Correct,0,1,0,0.4,0.65,0,Disagree,Disagree Strongly,Neither,Neither,2016,4,3,3,5
